"Número de cliente","Razón social","Tipo de documento","Número de documento","Telefono","Correo","Localidad","Partido","Provincia","Importancia","Rubro","Zona","Responsable 1","Responsable 2"
"11194","SUMINISTROS NEUQUEN  DE SENN JORGE ADOLF","CUIT","20209630088","0299-4462183","ventassuministrosnqn@speedy.com.ar","NEUQUEN","CONFLUENCIA","NEUQUEN","","","CAPITAL FEDERAL","",""
"12818","SUMISERVICES","CUIT","30716694476","[]","","","","","","","","",""
"12397","SUMPETROL S.A.","CUIT","33605491729","(0261)422-3735/(0261)422-8064","","GODOY CRUZ","GODOY CRUZ","MENDOZA","","CILINDRO HIDRAULICO","","",""
"12812","SUNERGY SAS","CUIT","30717824810","+54 9 2615142670","a.dossantos","MENDOZA","CAPITAL","MENDOZA","","","","",""
"10705","SUPERBUL","CUIT","","4422-8208","","EL PALOMAR","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"12807","SUPERCEMENTO S.A.I.C.","CUIT","30502888419","[]","a.dossantos","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","","",""
"11556","SUPERFREN","CUIT","","0351-499-8168","","","","","","","","",""
"12101","SUPPLY PETROLERO SRL","CUIT","30583967911","0299-154009205","","","","","","","","",""
"11111","SUPPO S.R.L.","CUIT","30619191699","(0341)471-0703/(0341)471-2859","contacto@supposrl.com.ar","GRANADERO BAIGORRIA","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"10758","SUPREMA S.A.","CUIT","","4584-8235/8236","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11719","SURCAR SRL","CUIT","30710722885","(0353)452-0600/(0353)452-7111","","VILLA MARIA","GENERAL SAN MARTIN","CORDOBA","","","ZONA SUR","",""
"11301","SURVAL INDUSTRIAL","CUIT","20139732422","4246-9036","","LANUS","LANUS","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"11581","SUSPENMEC SRL","CUIT","30712528539","4246-4801/4230-5362","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"11278","SUTEC SA","CUIT","30708476133","4909-3400","","","","","","","CAPITAL FEDERAL","",""
"10971","SYCMA RAMALLO S.A.","CUIT","30693872908","03407-480653","","RAMALLO","RAMALLO","BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12915","SYRA S.A","CUIT","30707167447","[]","","","","","","","","",""
"11971","SYTE S.A.","CUIT","30690966790","4766-0303","","VILLA ADELINA","SAN ISIDRO","BUENOS AIRES","","","","",""
"10706","T Y A S.A.","CUIT","","4654-5285","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"10844","T Y T OLEOH. DE ACOSTA NESTOR Y MONTI HO","CUIT","","03471-472423/03471-15684001/15501425","","","","","","ESTRUCTURAL","","",""
"10707","T. R. I. A.  S.A.","CUIT","30564285605","4659-9094/0891/6415","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"11685","T.A. GAS TECHNOLOGY S.A.","CUIT","30652004276","48921200","","","","","","","ZONA NORTE","",""
"10533","TABALIR S.A.","CUIT","30707018727","4942-3232/2307","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10708","TABOR FRANCISCO","CUIT","30580021715","4627-0503","","CASTELAR","SAN MARTIN","SANTA FE","","","ZONA OESTE","",""
"10709","TABUSSO Y LARRORY","CUIT","","4628-1058","","HAEDO","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"10740","TAC ZOL","CUIT","S","","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"10867","TACTICAL TECHNOLOGY S.R.L.","CUIT","","4704-7399","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10710","TADEMEC","CUIT","","4765-7909","","BOULOGNE","SAN ISIDRO","BUENOS AIRES","","","ZONA NORTE","",""
"12969","TADEO CZERWENY S.A.","CUIT","30503738739","11-52728001al5","tczsa@tadeoczerweny.com.ar","","","","","","ZONA TRAFICAÑO","",""
"10872","TAFHERCOR","CUIT","","0341-4710136","","GRANADERO BAIGORRIA","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"10729","TAFOR S.R.L.","CUIT","","0341-4924329/4922354/4921530","","VILLA GOBERNADOR GALVEZ","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"12656","TAIAC SRL","CUIT","30715212206","[]","","","","","","","","Ventas",""
"10953","TALLER METALURGICO PEDRO GIACOMOZZI E HI","CUIT","20183685318","0223-155977722/4735509","","MAR DEL PLATA","GENERAL PUEYRREDON","BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11043","TALLER METALURGICO TARDOF S","CUIT","30618932547","4754-6712","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"10416","TALLERES ALASA S.R.L.","CUIT","30518506540","4246-4801/2945","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"10438","TALLERES AMENABAR","CUIT","","0341-4635327","","ROSARIO","ROSARIO","SANTA FE","","CONDUIT","CAPITAL FEDERAL","",""
"11880","TALLERES ARGENTINOS DE SERVICIOS INDUSTRIALES S.A.","CUIT","30708356928","5381-8357","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12462","TALLERES DESEADO S.A.","CUIT","30714627682","11-5015-4280","","","","","","","","",""
"12478","TALLERES FANUP","CUIT","","","","","","","","","","",""
"12141","TALLERES FILIPPINI SRL","CUIT","30505472728","(0341)492-1194","","VILLA GOBERNADOR GALVEZ","ROSARIO","SANTA FE","","","ZONA SUR","",""
"12827","TALLERES INTEGRALES PATAGONICOS SA","CUIT","30656691146","[]","","","","","","","","",""
"11353","TALLERES JUJUY SOC AN COM E IND","CUIT","30516283781","4208-1535","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"12851","TALLERES LOS ANDES DE CARLOS BOTTA S.R.L","CUIT","30712364994","[]","","","","","","","","",""
"11644","TALLERES MAS","CUIT","","4752-5192/4724-0750","","","","","","","","",""
"12020","TALLERES MET. FCO MAZZEO E HIJO S.A.","CUIT","30627811507","02284-420379/423233","","OLAVARRIA","OLAVARRIA","BUENOS AIRES","","CILINDRO HIDRAULICO","","",""
"11901","TALLERES METALURGICOS CRUCIANELLI SA","CUIT","30503423347","03471-461044","","","","","","","","",""
"10169","TALLERES METALURGICOS METO","CUIT","30504509547","4753-4442","","SAN MARTIN","CAPAYAN","CATAMARCA","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"10414","TALLERES METALURGICOS PESCARA","CUIT","30503545531","0351-4972202/4972552/02","pescara@pernopescara.com.ar","DEAN FUNES","ISCHILIN","CORDOBA","","","CAPITAL FEDERAL","",""
"10952","TALLERES METALURGICOS PRABA","CUIT","30621001570","03471-494156/476","","TORTUGAS","BELGRANO","SANTA FE","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"11612","TALLERES NAVALES ARGENTINOS S.R.L.","CUIT","30708554606","4139-4657/4139-4658","","","","","","","ZONA SUR","",""
"12816","TALLERES NAVALES DARSENA NORTE S.A. COMERCIAL, IND","CUIT","30506885597","[]","","","","","","PARA CALDERAS","ZONA NORTE","",""
"10711","TALLERES SUAREZ","CUIT","","4757-5726","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"10417","TALLERES TESMON","CUIT","30519965611","4658-8144","","RAMOS MEJIA","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"10418","TALOS S.R.L.","CUIT","","4767-8595","","SAN ANDRES","CRUZ ALTA","TUCUMAN","","","ZONA NORTE","",""
"10943","TAMEC S.A.","CUIT","30680728980","4768-9810/4767-3441/8682","tamec@sinectis.com.ar","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"10739","TAMECO","CUIT","30","03461-424411","","SAN NICOLAS","LA VI?A","SALTA","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"11428","TAMECO S.R.L.","CUIT","","4855-7676/4856-7199/4857-3721","gustavo@tamecosrl.com.ar","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10015","TANGO ENERGIA","CUIT","33715998659","[]","","","","","","CONDUCCION","","Dos Santos Alejandro",""
"11994","TANQUES IVAN","CUIT","20160279665","4753-2775","","GENERAL SAN MARTIN ,EST.SAN MARTIN","GENERAL SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"11737","TANTO SRL","CUIT","30687696375","0220-477-4132","","","","","","","ZONA OESTE","",""
"11282","TAPIGAR","CUIT","","4200-0784","","SAN LORENZO","SAN LORENZO","SANTA FE","","GNC","ZONA SUR","",""
"10243","TARANTO S. A.","CUIT","30605371996","(0221)473-0345/(0221)473-0440","","VILLA ELISA","LA PLATA","BUENOS AIRES","","CIRCUITO HIDRAULICO","CAPITAL FEDERAL","",""
"13024","TARANTO SAN JUAN S A","CUIT","30615491027","4135-9000 11-5476-3306","info@taranto.com.ar","","","","","","ZONA TRAFICAÑO","",""
"13046","TARTAGLIA","CUIT","20167604529","[]","","","","","","","","",""
"13047","TARTAGLIA","CUIT","30546893746","[]","","","","","","","","",""
"13107","TASSARA CARLOS","CUIT","20321011048","[]","","","","","","","","",""
"12473","TASSAROLI SA","CUIT","30629717958","542604442200","","SAN RAFAEL","SAN RAFAEL","MENDOZA","","","","",""
"10419","TATY S.R.L.","CUIT","30636486163","4729-3140","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"10746","TAURO GNC","CUIT","","","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"12702","TAVAL SA","CUIT","30689024439","[]","","","","","","","","",""
"11767","TAWARA CONSTRUCCIONES S.A.","CUIT","","4292-7952","","LOMAS DE ZAMORA","LOMAS DE ZAMORA","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"10297","TAZIOLI Y CIA. S.R.L.","CUIT","30695336248","0341-5185 262/518 5272","","ROSARIO","ROSARIO","SANTA FE","","CONDUCCION","CAPITAL FEDERAL","",""
"12148","TBC INSUMOS INDUSTRIALES S.R.L.","CUIT","33716445289","59014981/30080846","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10373","TECBRASS S.R.L.  (METALMAR)","CUIT","30707132945","0342-4562489/4525203","tecbrass@arnet.com.ar","SANTA FE","LA CAPITAL","SANTA FE","","PARA TREFILAR","CAPITAL FEDERAL","",""
"11263","TECHNIA S.A.","CUIT","30503390066","03489-422707","","CAMPANA","CAMPANA","BUENOS AIRES","","","","",""
"11875","TECHNOLOGICAL INDUSTRIAL SERVICE S.A.","CUIT","30700991446","4208-1448","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"11557","TECINS S.A.","CUIT","","0341-4710170","","","","","","","","",""
"12262","TECMAQ S.R.L.","CUIT","30575498821","(0351)499-8277/(0351)499-8279","","CORDOBA","CAPITAL","CORDOBA","","","","",""
"11714","TECME S.A.","CUIT","30566535005","3514144600","","CORDOBA","CAPITAL","CORDOBA","","","","",""
"10132","TECMETAL S.A.I.C.","CUIT","30502337048","4763-9043/9049/9091","tecmetal@interprov.com","BOULOGNE","SAN ISIDRO","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"12966","TECNA INGENIERIA S.R.L.","CUIT","30708189738","02229-492301","info@tecna-ingenieria.com","","","","","","ZONA TRAFICAÑO","",""
"12290","TECNICA BOUZA SRL","CUIT","33711378389","0351-4722259/0351-4710265","","","","","","","","",""
"12261","TECNICA SAN ESTEBAN","CUIT","","","","","","","","","","",""
"10472","TECNICA TOLEDO","CUIT","","4911-0816/1162/7949","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11173","TECNICA TUBAL S.A.I.C.","CUIT","30708056959","0291-4526674/4513208","patricio.venturino@tecnicatubal.com","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"12263","TECNICA VALFLEX S.A.","CUIT","30715292803","4220-8827/4246-2823/4220-5473","","LANUS","LANUS","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"12456","TECNIDRA SAIC","CUIT","30583767823","4769-0034(int:14)","","","","","","","","",""
"13011","TECNO CHAP S A","CUIT","30646967372","4856-6367 / 6373 / 6386 / 2854-0138","ventas@tecnochap.com.ar","","","","","","ZONA TRAFICAÑO","",""
"12476","TECNO CONSULTING S.A.","CUIT","30715070010","3414327049","","ROSARIO","ROSARIO","SANTA FE","","","","",""
"12246","TECNO ROLL SA","CUIT","","4224-3567","","QUILMES","QUILMES","BUENOS AIRES","","","","",""
"12623","TECNOBRAS ARGENTINA S.A","CUIT","33684489769","[]","","","","","","","","",""
"12501","TECNOCARDAN DE LUIS ALBERTO MICHEL","CUIT","20180239805","11-5451-6223","","","","","","","ZONA OESTE","",""
"11794","TECNOCAUCHO SRL","CUIT","30710263996","0381423-2949","","SAN MIGUEL DE TUCUMAN ,EST.TUCUMAN","CAPITAL","TUCUMAN","","","","",""
"11221","TECNOCOATING S.A.","CUIT","30651246152","5775-0219","mfusaro@tecnocoating.com.ar","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11863","TECNOCONTROL INDUSTRIAL S.A.","CUIT","30708229187","(0381)426-1114(ingenio)/(0381)424-9056","","SAN MIGUEL","CRUZ ALTA","TUCUMAN","","","CAPITAL FEDERAL","",""
"11893","TECNOCROM S A","CUIT","33503646159","(0342)474-8555/(0342)499-0081","","SANTO TOME","LA CAPITAL","SANTA FE","","","","",""
"11889","TECNODINAMIA FUNDAL S.A.","CUIT","30583768986","4768-3357","","SAN ANDRES","GENERAL SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"12337","TECNOINTER SA","CUIT","30622523155","4702-4350/4702-9152","","","","","","","","",""
"10290","TECNOLOGIA DE AVANZADA S.A.","CUIT","33627363279","2053-8514/7530-0006","tecnolog@rcc.com.ar","BANFIELD","LOMAS DE ZAMORA","BUENOS AIRES","","","ZONA SUR","",""
"11090","TECNOLOGICA DEL SUR S.A.","CUIT","30709078743","5274-7337/156351-4104","tecnologicasur@aol.com","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"12856","TECNOMONTAJES S.A.","CUIT","30590065303","[]","","","","","","","ZONA SUR","Ramos Gervasio",""
"12600","TECNOMYL SA","CUIT","30619257487","02964 43 6650","","","","","","CONDUCCION","","Ventas",""
"12130","TECNOPOR S.A.","CUIT","","+591750-04852","","","","","","","","",""
"10502","TECNUMATIC S.R.L.","CUIT","30687247449","4664-3397","","SAN MIGUEL","CRUZ ALTA","TUCUMAN","","","ZONA NORTE","",""
"11292","TECOIL S.R.L.","CUIT","33711473179","4665-0038","","HURLINGHAM","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"10023","TECSA S.R.L.","CUIT","30709268909","(0299) 4413852","","NEUQUEN","CONFLUENCIA","NEUQUEN","","CILINDRO HIDRAULICO","","",""
"12753","TECSA SA","CUIT","30505552918","[]","a.dossantos","","","","","","","",""
"12922","TECVAL S.A","CI EXTRANJERA","798394908","[]","","","","","","","","",""
"10208","TEDESCHI MAQUINARIAS S.A.","CUIT","30714936693","03471-452623/452552/452320/445252","","LAS ROSAS","BELGRANO","SANTA FE","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"10249","TEISA","CUIT","30521618708","4911-4790","teisa@teisametalurgica.com.ar","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11607","TEKMAQ S.A.","CUIT","30711624720","0261-4811100","","GENERAL GUTIERREZ","MAIPU","MENDOZA","","CILINDRO HIDRAULICO","","",""
"11041","TEKNOAUSTRAL S.R.L.","CUIT","30707068961","4699-4101","ingenieria@teknoaustral.com.ar","SAN JUSTO","LA MATANZA","BUENOS AIRES","","GNC","ZONA TRAFICAÑO","",""
"10366","TEKNOPRES S.A.","CUIT","30656551115","02229-491775","","BERAZATEGUI","BERAZATEGUI","BUENOS AIRES","","","ZONA NORTE","",""
"12424","TELECENTRO SA","CUIT","","39773092","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","","",""
"10790","TELEFRANCE","CUIT","33569774689","4655-3312","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA TRAFICAÑO","",""
"10819","TELL-ROD","CUIT","306","35","","SAN FRANCISCO","SAN JUSTO","CORDOBA","","","CAPITAL FEDERAL","",""
"10865","TEM S.A","CUIT","","4354-7995","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11366","TEMAS INDUSTRIALES S.A.","CUIT","30710938357","0386-3419633 / 54 3863 15 432430","","ROUGES, LEON","MONTEROS","TUCUMAN","","","","",""
"11866","TEMIS SA","CUIT","30709512834","(0261)15506-1021","","LUJAN DE CUYO","LUJAN DE CUYO","MENDOZA","","CILINDRO HIDRAULICO","","",""
"12518","TEMPLE SRL","CUIT","30708963646","[]","","","","","","","ZONA TRAFICAÑO","",""
"12225","TENSOCABLE","CUIT","","","","","","","","","","",""
"11423","TENSORES FOSTERS","CUIT","20148959081","4840-5598","","","","","","","","",""
"13028","TENUE EMPRESA CONSTRUCTORA S.A","CUIT","30710103468","[]","","","","","","","","",""
"12594","TEPSI","CUIT","","[]","","","","","","","ZONA NORTE","Dos Santos Alejandro",""
"10287","TERCALOR S.R.L.","CUIT","30581459978","4251-2420","","BERNAL","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"12536","TERMAS DEL SUR ENTRERRIANO SRL","CUIT","30712487131","","","GUALEGUAYCHU","GUALEGUAYCHU","ENTRE RIOS","","","","",""
"10456","TERMICAL S.R.L.","CUIT","","4855-68794857-2002","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12185","TERMINAL DE SERVICIOS PORTUARIOS PATAGONIA NORTE S","CUIT","30689579864","0291-4571543","","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","CILINDRO HIDRAULICO","","",""
"12900","TERMOCROM S A","CUIT","30650012425","[]","","","","","","","","",""
"10526","TERMODINAMICA SA","CUIT","30521423389","4304-1213","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"11404","TERMOELECTRICA SA","CUIT","30519527703","4202-1123/4288-1079","","BANFIELD","LOMAS DE ZAMORA","BUENOS AIRES","","","ZONA SUR","",""
"10134","TERMOFLUIDOS S.R.L.","CUIT","30575497213","4262-5077/4262-5308","","LANUS","LANUS","BUENOS AIRES","","GNC","ZONA SUR","",""
"12339","TERMOPLASTICA AGA S.A.","CUIT","30709357472","3471613676","","","","","","","","",""
"12469","TERNIUM","CUIT","","5491124542163","","","","","","","","",""
"12113","TERRAMAR S.R.L.","CUIT","30618508486","(0297)448-0552/(0297)448-3989/(0297)441-0132/(0297)441-0133","","COMODORO RIVADAVIA","ESCALANTE","CHUBUT","","CILINDRO HIDRAULICO","","",""
"10798","TESTORI S.R.L.","CUIT","33680373189","4244-8701/4244-5775","","LOMAS DE ZAMORA","LOMAS DE ZAMORA","BUENOS AIRES","","","ZONA SUR","",""
"12348","TETRA DE ARGENTINA S.R.L.","CUIT","30712072322","0299486-1680","","CUTRAL-CO","CONFLUENCIA","NEUQUEN","","CILINDRO HIDRAULICO","","",""
"13036","TEVEZ INSTALACIONES","CUIT","30709923680","[]","","","","","","","","",""
"12605","TEXPROIL","CUIT","","[]","","","","","","","","",""
"12785","TEYMO INGENIERIA SRL","CUIT","30711974225","[]","a.dossantos","","","","","","ZONA SUR","",""
"12087","TG TERMOGENERACION S.R.L.","CUIT","30715898310","4293-0193/15-68316623/15-5046-6946","","TEMPERLEY","LOMAS DE ZAMORA","BUENOS AIRES","","","ZONA SUR","",""
"10492","THERMICAL S.A.","CUIT","30554572401","4701-1849/3089/2194/5583/7938","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10527","THERMOMEC S.A.","CUIT","30681820635","4343-1313","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"11425","THEYCO SOCIEDAD ANONIMA","CUIT","30668318513","(03537)473-1423","theyco@nodosud.com.ar","POSSE, JUSTINIANO","UNION","CORDOBA","","","","",""
"12435","TIKVATEX SA","CUIT","30707326960","232415503277","","","","","","","ZONA NORTE","",""
"11629","TIME SAIC","CUIT","30501211202","3496426282","","","","","","","","",""
"12434","TIPCI (TECNOLOGIA INTEGRAL EN PROTECCION CONTRA IN","CUIT","30710364016","4723-3575","","SAN ISIDRO","SAN ISIDRO","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA NORTE","",""
"12489","TISER SRL","CUIT","30710807333","","","NEUQUEN","CONFLUENCIA","NEUQUEN","","","","",""
"12630","TISICO S.A. (I.O.S. TISICO S.A.)","CUIT","30691380277","[]","","","","","","CONDUCCION","ZONA SUR","Dos Santos Alejandro",""
"11485","TISONE CARLOS CRISTIAN (TIPER)","CUIT","23221940229","4262-1557","","LANUS","LANUS","BUENOS AIRES","","CUPLAS","ZONA SUR","",""
"12132","TLANTI S.A.","CUIT","30588921456","4709-5068","","","","","","","ZONA NORTE","",""
"11598","TLESUR SRL","CUIT","","2061-3077","","WILDE","AVELLANEDA","BUENOS AIRES","","","","",""
"10097","TMC S.A.","CUIT","30693453999","4737-0600","tmcsa@impsat1.com.ar","BOULOGNE","SAN ISIDRO","BUENOS AIRES","","ESTRUCTURAL","ZONA NORTE","",""
"12616","TMYC SRL","CUIT","30708635843","5031 9800","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","CONDUCCION","ZONA SUR","",""
"11805","TNA","CUIT","","","","","","","","","","",""
"10493","TODARELLO Y CIA. S.R.L.","CUIT","","4628-5409/72524629-2556","","MORON","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"12026","TODO 5 S.A.","CUIT","30708446544","4904-2288","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","","",""
"10896","TODORENO-TFO DE SANTORUM OSVALDO JORGE","CUIT","","4672-5665/4636-2902","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11799","TODOVAPOR SRL","CUIT","30683716290","4638-9256","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12367","TOIA ADRIAN GASTON","CUIT","20268400916","","","LAS ROSAS","BELGRANO","SANTA FE","","CILINDRO HIDRAULICO","","",""
"10528","TOMASELLO S.R.L.","CUIT","30502233145","4293-1465","","BURZACO","ALMIRANTE BROWN","BUENOS AIRES","","GNC","ZONA SUR","",""
"12654","TOMIO INGENIERIA SA","CUIT","30707043489","[]","","","","","","CONDUCCION","CAPITAL FEDERAL","",""
"12205","TOMÁS CLIFFORD","CUIT","20373367177","3415445371","","ROSARIO","ROSARIO","SANTA FE","","","","",""
"12138","TONKA S.A.","CUIT","30519102826","4725-1566/4725-1422/4725-0244","","VICTORIA","SAN FERNANDO","BUENOS AIRES","","","ZONA NORTE","",""
"10841","TONY MAX","CUIT","","4582-8343","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10529","TOOL RESERCH ARENTINA S.A.","CUIT","","4322-0054","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
